loading preprocessed files
0/8610 (epoch 0), train_loss = 4.476, time/batch = 0.689
267/8610 (epoch 0), train_loss = 1.806, time/batch = 0.046
268/8610 (epoch 0), train_loss = 1.769, time/batch = 0.049
269/8610 (epoch 0), train_loss = 1.723, time/batch = 0.046
270/8610 (epoch 0), train_loss = 1.747, time/batch = 0.046
271/8610 (epoch 0), train_loss = 1.731, time/batch = 0.046
272/8610 (epoch 0), train_loss = 1.764, time/batch = 0.046
273/8610 (epoch 0), train_loss = 1.775, time/batch = 0.046
274/8610 (epoch 0), train_loss = 1.733, time/batch = 0.046
275/8610 (epoch 0), train_loss = 1.746, time/batch = 0.046
276/8610 (epoch 0), train_loss = 1.683, time/batch = 0.046
277/8610 (epoch 0), train_loss = 1.749, time/batch = 0.046
278/8610 (epoch 0), train_loss = 1.718, time/batch = 0.046
279/8610 (epoch 0), train_loss = 1.712, time/batch = 0.046
280/8610 (epoch 0), train_loss = 1.663, time/batch = 0.046
281/8610 (epoch 0), train_loss = 1.699, time/batch = 0.047
282/8610 (epoch 0), train_loss = 1.741, time/batch = 0.047
283/8610 (epoch 0), train_loss = 1.787, time/batch = 0.047
284/8610 (epoch 0), train_loss = 1.700, time/batch = 0.046
285/8610 (epoch 0), train_loss = 1.722, time/batch = 0.046
286/8610 (epoch 0), train_loss = 1.685, time/batch = 0.049
287/8610 (epoch 1), train_loss = 1.800, time/batch = 0.049
288/8610 (epoch 1), train_loss = 1.652, time/batch = 0.047
289/8610 (epoch 1), train_loss = 1.685, time/batch = 0.049
290/8610 (epoch 1), train_loss = 1.678, time/batch = 0.047
291/8610 (epoch 1), train_loss = 1.760, time/batch = 0.046
292/8610 (epoch 1), train_loss = 1.692, time/batch = 0.047
293/8610 (epoch 1), train_loss = 1.691, time/batch = 0.046
294/8610 (epoch 1), train_loss = 1.690, time/batch = 0.047
295/8610 (epoch 1), train_loss = 1.741, time/batch = 0.047
296/8610 (epoch 1), train_loss = 1.681, time/batch = 0.046
297/8610 (epoch 1), train_loss = 1.721, time/batch = 0.047
298/8610 (epoch 1), train_loss = 1.708, time/batch = 0.047
299/8610 (epoch 1), train_loss = 1.691, time/batch = 0.046
300/8610 (epoch 1), train_loss = 1.697, time/batch = 0.047
301/8610 (epoch 1), train_loss = 1.689, time/batch = 0.049
302/8610 (epoch 1), train_loss = 1.729, time/batch = 0.047
303/8610 (epoch 1), train_loss = 1.696, time/batch = 0.047
304/8610 (epoch 1), train_loss = 1.609, time/batch = 0.046
305/8610 (epoch 1), train_loss = 1.654, time/batch = 0.049
306/8610 (epoch 1), train_loss = 1.657, time/batch = 0.047
307/8610 (epoch 1), train_loss = 1.661, time/batch = 0.046
308/8610 (epoch 1), train_loss = 1.675, time/batch = 0.047
309/8610 (epoch 1), train_loss = 1.649, time/batch = 0.046
310/8610 (epoch 1), train_loss = 1.650, time/batch = 0.047
311/8610 (epoch 1), train_loss = 1.621, time/batch = 0.047
312/8610 (epoch 1), train_loss = 1.594, time/batch = 0.046
313/8610 (epoch 1), train_loss = 1.643, time/batch = 0.046
314/8610 (epoch 1), train_loss = 1.636, time/batch = 0.049
315/8610 (epoch 1), train_loss = 1.638, time/batch = 0.046
316/8610 (epoch 1), train_loss = 1.609, time/batch = 0.046
317/8610 (epoch 1), train_loss = 1.655, time/batch = 0.046
318/8610 (epoch 1), train_loss = 1.643, time/batch = 0.049
319/8610 (epoch 1), train_loss = 1.600, time/batch = 0.046
320/8610 (epoch 1), train_loss = 1.602, time/batch = 0.046
321/8610 (epoch 1), train_loss = 1.612, time/batch = 0.046
322/8610 (epoch 1), train_loss = 1.600, time/batch = 0.049
323/8610 (epoch 1), train_loss = 1.591, time/batch = 0.046
324/8610 (epoch 1), train_loss = 1.655, time/batch = 0.047
325/8610 (epoch 1), train_loss = 1.675, time/batch = 0.047
326/8610 (epoch 1), train_loss = 1.608, time/batch = 0.047
327/8610 (epoch 1), train_loss = 1.578, time/batch = 0.047
328/8610 (epoch 1), train_loss = 1.592, time/batch = 0.047
329/8610 (epoch 1), train_loss = 1.564, time/batch = 0.047
330/8610 (epoch 1), train_loss = 1.598, time/batch = 0.047
331/8610 (epoch 1), train_loss = 1.618, time/batch = 0.046
332/8610 (epoch 1), train_loss = 1.643, time/batch = 0.046
333/8610 (epoch 1), train_loss = 1.580, time/batch = 0.049
334/8610 (epoch 1), train_loss = 1.705, time/batch = 0.047
335/8610 (epoch 1), train_loss = 1.597, time/batch = 0.047
336/8610 (epoch 1), train_loss = 1.610, time/batch = 0.047
337/8610 (epoch 1), train_loss = 1.605, time/batch = 0.046
338/8610 (epoch 1), train_loss = 1.631, time/batch = 0.047
339/8610 (epoch 1), train_loss = 1.612, time/batch = 0.046
340/8610 (epoch 1), train_loss = 1.524, time/batch = 0.047
341/8610 (epoch 1), train_loss = 1.513, time/batch = 0.046
342/8610 (epoch 1), train_loss = 1.594, time/batch = 0.049
343/8610 (epoch 1), train_loss = 1.586, time/batch = 0.046
344/8610 (epoch 1), train_loss = 1.610, time/batch = 0.046
345/8610 (epoch 1), train_loss = 1.597, time/batch = 0.049
346/8610 (epoch 1), train_loss = 1.620, time/batch = 0.047
347/8610 (epoch 1), train_loss = 1.625, time/batch = 0.046
348/8610 (epoch 1), train_loss = 1.626, time/batch = 0.047
349/8610 (epoch 1), train_loss = 1.652, time/batch = 0.049
350/8610 (epoch 1), train_loss = 1.607, time/batch = 0.047
351/8610 (epoch 1), train_loss = 1.579, time/batch = 0.047
352/8610 (epoch 1), train_loss = 1.596, time/batch = 0.046
353/8610 (epoch 1), train_loss = 1.567, time/batch = 0.047
354/8610 (epoch 1), train_loss = 1.578, time/batch = 0.047
355/8610 (epoch 1), train_loss = 1.530, time/batch = 0.049
356/8610 (epoch 1), train_loss = 1.589, time/batch = 0.047
357/8610 (epoch 1), train_loss = 1.535, time/batch = 0.046
358/8610 (epoch 1), train_loss = 1.625, time/batch = 0.047
359/8610 (epoch 1), train_loss = 1.543, time/batch = 0.047
360/8610 (epoch 1), train_loss = 1.619, time/batch = 0.047
361/8610 (epoch 1), train_loss = 1.521, time/batch = 0.049
362/8610 (epoch 1), train_loss = 1.552, time/batch = 0.047
363/8610 (epoch 1), train_loss = 1.592, time/batch = 0.046
364/8610 (epoch 1), train_loss = 1.554, time/batch = 0.047
365/8610 (epoch 1), train_loss = 1.529, time/batch = 0.046
366/8610 (epoch 1), train_loss = 1.590, time/batch = 0.047
367/8610 (epoch 1), train_loss = 1.591, time/batch = 0.046
368/8610 (epoch 1), train_loss = 1.560, time/batch = 0.047
369/8610 (epoch 1), train_loss = 1.548, time/batch = 0.047
370/8610 (epoch 1), train_loss = 1.591, time/batch = 0.047
371/8610 (epoch 1), train_loss = 1.587, time/batch = 0.046
372/8610 (epoch 1), train_loss = 1.593, time/batch = 0.047
373/8610 (epoch 1), train_loss = 1.583, time/batch = 0.047
374/8610 (epoch 1), train_loss = 1.609, time/batch = 0.047
375/8610 (epoch 1), train_loss = 1.574, time/batch = 0.046
376/8610 (epoch 1), train_loss = 1.516, time/batch = 0.047
377/8610 (epoch 1), train_loss = 1.607, time/batch = 0.047
378/8610 (epoch 1), train_loss = 1.498, time/batch = 0.047
379/8610 (epoch 1), train_loss = 1.561, time/batch = 0.047
380/8610 (epoch 1), train_loss = 1.593, time/batch = 0.047
381/8610 (epoch 1), train_loss = 1.539, time/batch = 0.049
382/8610 (epoch 1), train_loss = 1.514, time/batch = 0.046
383/8610 (epoch 1), train_loss = 1.599, time/batch = 0.047
384/8610 (epoch 1), train_loss = 1.568, time/batch = 0.047
385/8610 (epoch 1), train_loss = 1.519, time/batch = 0.046
386/8610 (epoch 1), train_loss = 1.620, time/batch = 0.046
387/8610 (epoch 1), train_loss = 1.506, time/batch = 0.049
388/8610 (epoch 1), train_loss = 1.509, time/batch = 0.047
389/8610 (epoch 1), train_loss = 1.507, time/batch = 0.047
390/8610 (epoch 1), train_loss = 1.546, time/batch = 0.046
391/8610 (epoch 1), train_loss = 1.493, time/batch = 0.046
392/8610 (epoch 1), train_loss = 1.548, time/batch = 0.046
393/8610 (epoch 1), train_loss = 1.568, time/batch = 0.047
394/8610 (epoch 1), train_loss = 1.541, time/batch = 0.049
395/8610 (epoch 1), train_loss = 1.530, time/batch = 0.047
396/8610 (epoch 1), train_loss = 1.532, time/batch = 0.047
397/8610 (epoch 1), train_loss = 1.521, time/batch = 0.047
398/8610 (epoch 1), train_loss = 1.551, time/batch = 0.047
399/8610 (epoch 1), train_loss = 1.557, time/batch = 0.046
400/8610 (epoch 1), train_loss = 1.549, time/batch = 0.047
401/8610 (epoch 1), train_loss = 1.486, time/batch = 0.046
402/8610 (epoch 1), train_loss = 1.546, time/batch = 0.046
403/8610 (epoch 1), train_loss = 1.505, time/batch = 0.047
404/8610 (epoch 1), train_loss = 1.585, time/batch = 0.047
405/8610 (epoch 1), train_loss = 1.517, time/batch = 0.049
406/8610 (epoch 1), train_loss = 1.534, time/batch = 0.047
407/8610 (epoch 1), train_loss = 1.520, time/batch = 0.047
408/8610 (epoch 1), train_loss = 1.503, time/batch = 0.047
409/8610 (epoch 1), train_loss = 1.527, time/batch = 0.047
410/8610 (epoch 1), train_loss = 1.525, time/batch = 0.047
411/8610 (epoch 1), train_loss = 1.584, time/batch = 0.047
412/8610 (epoch 1), train_loss = 1.475, time/batch = 0.046
413/8610 (epoch 1), train_loss = 1.485, time/batch = 0.046
414/8610 (epoch 1), train_loss = 1.527, time/batch = 0.046
415/8610 (epoch 1), train_loss = 1.560, time/batch = 0.047
416/8610 (epoch 1), train_loss = 1.522, time/batch = 0.047
417/8610 (epoch 1), train_loss = 1.525, time/batch = 0.046
418/8610 (epoch 1), train_loss = 1.534, time/batch = 0.046
419/8610 (epoch 1), train_loss = 1.472, time/batch = 0.046
420/8610 (epoch 1), train_loss = 1.501, time/batch = 0.046
421/8610 (epoch 1), train_loss = 1.516, time/batch = 0.047
422/8610 (epoch 1), train_loss = 1.548, time/batch = 0.047
423/8610 (epoch 1), train_loss = 1.543, time/batch = 0.047
424/8610 (epoch 1), train_loss = 1.512, time/batch = 0.047
425/8610 (epoch 1), train_loss = 1.567, time/batch = 0.047
426/8610 (epoch 1), train_loss = 1.536, time/batch = 0.047
427/8610 (epoch 1), train_loss = 1.474, time/batch = 0.047
428/8610 (epoch 1), train_loss = 1.528, time/batch = 0.047
429/8610 (epoch 1), train_loss = 1.528, time/batch = 0.047
430/8610 (epoch 1), train_loss = 1.492, time/batch = 0.047
431/8610 (epoch 1), train_loss = 1.553, time/batch = 0.047
432/8610 (epoch 1), train_loss = 1.484, time/batch = 0.047
433/8610 (epoch 1), train_loss = 1.496, time/batch = 0.046
434/8610 (epoch 1), train_loss = 1.496, time/batch = 0.046
