reading text file
0/5740 (epoch 0), train_loss = 4.499, time/batch = 0.721
33/5740 (epoch 0), train_loss = 3.085, time/batch = 0.046
34/5740 (epoch 0), train_loss = 3.122, time/batch = 0.046
35/5740 (epoch 0), train_loss = 3.099, time/batch = 0.046
36/5740 (epoch 0), train_loss = 3.113, time/batch = 0.046
37/5740 (epoch 0), train_loss = 3.122, time/batch = 0.046
38/5740 (epoch 0), train_loss = 3.151, time/batch = 0.046
39/5740 (epoch 0), train_loss = 3.097, time/batch = 0.046
40/5740 (epoch 0), train_loss = 3.102, time/batch = 0.046
41/5740 (epoch 0), train_loss = 3.116, time/batch = 0.046
42/5740 (epoch 0), train_loss = 3.085, time/batch = 0.046
43/5740 (epoch 0), train_loss = 3.107, time/batch = 0.046
44/5740 (epoch 0), train_loss = 3.080, time/batch = 0.046
45/5740 (epoch 0), train_loss = 3.107, time/batch = 0.046
46/5740 (epoch 0), train_loss = 3.058, time/batch = 0.046
47/5740 (epoch 0), train_loss = 3.088, time/batch = 0.046
48/5740 (epoch 0), train_loss = 3.011, time/batch = 0.046
49/5740 (epoch 0), train_loss = 3.041, time/batch = 0.046
50/5740 (epoch 0), train_loss = 3.007, time/batch = 0.046
51/5740 (epoch 0), train_loss = 2.983, time/batch = 0.046
52/5740 (epoch 0), train_loss = 3.015, time/batch = 0.046
53/5740 (epoch 0), train_loss = 2.967, time/batch = 0.047
54/5740 (epoch 0), train_loss = 2.923, time/batch = 0.046
55/5740 (epoch 0), train_loss = 2.924, time/batch = 0.047
56/5740 (epoch 0), train_loss = 2.928, time/batch = 0.046
57/5740 (epoch 0), train_loss = 2.911, time/batch = 0.046
58/5740 (epoch 0), train_loss = 2.889, time/batch = 0.047
59/5740 (epoch 0), train_loss = 2.909, time/batch = 0.046
60/5740 (epoch 0), train_loss = 2.878, time/batch = 0.046
61/5740 (epoch 0), train_loss = 2.839, time/batch = 0.046
62/5740 (epoch 0), train_loss = 2.874, time/batch = 0.046
63/5740 (epoch 0), train_loss = 2.807, time/batch = 0.046
64/5740 (epoch 0), train_loss = 2.800, time/batch = 0.047
65/5740 (epoch 0), train_loss = 2.770, time/batch = 0.047
66/5740 (epoch 0), train_loss = 2.686, time/batch = 0.046
67/5740 (epoch 0), train_loss = 2.697, time/batch = 0.046
68/5740 (epoch 0), train_loss = 2.628, time/batch = 0.046
69/5740 (epoch 0), train_loss = 2.676, time/batch = 0.046
70/5740 (epoch 0), train_loss = 2.672, time/batch = 0.046
71/5740 (epoch 0), train_loss = 2.662, time/batch = 0.046
72/5740 (epoch 0), train_loss = 2.617, time/batch = 0.046
73/5740 (epoch 0), train_loss = 2.662, time/batch = 0.046
74/5740 (epoch 0), train_loss = 2.584, time/batch = 0.047
75/5740 (epoch 0), train_loss = 2.596, time/batch = 0.047
76/5740 (epoch 0), train_loss = 2.564, time/batch = 0.047
77/5740 (epoch 0), train_loss = 2.550, time/batch = 0.046
78/5740 (epoch 0), train_loss = 2.524, time/batch = 0.046
79/5740 (epoch 0), train_loss = 2.569, time/batch = 0.046
80/5740 (epoch 0), train_loss = 2.558, time/batch = 0.046
81/5740 (epoch 0), train_loss = 2.512, time/batch = 0.047
82/5740 (epoch 0), train_loss = 2.551, time/batch = 0.046
83/5740 (epoch 0), train_loss = 2.530, time/batch = 0.046
84/5740 (epoch 0), train_loss = 2.500, time/batch = 0.047
85/5740 (epoch 0), train_loss = 2.566, time/batch = 0.046
86/5740 (epoch 0), train_loss = 2.495, time/batch = 0.046
87/5740 (epoch 0), train_loss = 2.437, time/batch = 0.047
88/5740 (epoch 0), train_loss = 2.494, time/batch = 0.046
89/5740 (epoch 0), train_loss = 2.454, time/batch = 0.046
90/5740 (epoch 0), train_loss = 2.523, time/batch = 0.047
91/5740 (epoch 0), train_loss = 2.459, time/batch = 0.046
92/5740 (epoch 0), train_loss = 2.414, time/batch = 0.046
93/5740 (epoch 0), train_loss = 2.485, time/batch = 0.047
94/5740 (epoch 0), train_loss = 2.464, time/batch = 0.046
95/5740 (epoch 0), train_loss = 2.424, time/batch = 0.047
96/5740 (epoch 0), train_loss = 2.441, time/batch = 0.047
97/5740 (epoch 0), train_loss = 2.426, time/batch = 0.046
98/5740 (epoch 0), train_loss = 2.408, time/batch = 0.046
99/5740 (epoch 0), train_loss = 2.483, time/batch = 0.046
100/5740 (epoch 0), train_loss = 2.401, time/batch = 0.046
101/5740 (epoch 0), train_loss = 2.380, time/batch = 0.046
102/5740 (epoch 0), train_loss = 2.372, time/batch = 0.047
103/5740 (epoch 0), train_loss = 2.390, time/batch = 0.046
104/5740 (epoch 0), train_loss = 2.369, time/batch = 0.047
105/5740 (epoch 0), train_loss = 2.402, time/batch = 0.046
106/5740 (epoch 0), train_loss = 2.391, time/batch = 0.046
107/5740 (epoch 0), train_loss = 2.334, time/batch = 0.057
108/5740 (epoch 0), train_loss = 2.385, time/batch = 0.047
109/5740 (epoch 0), train_loss = 2.391, time/batch = 0.046
110/5740 (epoch 0), train_loss = 2.374, time/batch = 0.046
111/5740 (epoch 0), train_loss = 2.314, time/batch = 0.046
112/5740 (epoch 0), train_loss = 2.341, time/batch = 0.047
113/5740 (epoch 0), train_loss = 2.374, time/batch = 0.047
114/5740 (epoch 0), train_loss = 2.304, time/batch = 0.046
115/5740 (epoch 0), train_loss = 2.382, time/batch = 0.047
116/5740 (epoch 0), train_loss = 2.323, time/batch = 0.046
117/5740 (epoch 0), train_loss = 2.337, time/batch = 0.046
118/5740 (epoch 0), train_loss = 2.294, time/batch = 0.046
119/5740 (epoch 0), train_loss = 2.280, time/batch = 0.047
120/5740 (epoch 0), train_loss = 2.300, time/batch = 0.047
121/5740 (epoch 0), train_loss = 2.315, time/batch = 0.046
122/5740 (epoch 0), train_loss = 2.276, time/batch = 0.046
123/5740 (epoch 0), train_loss = 2.266, time/batch = 0.049
124/5740 (epoch 0), train_loss = 2.297, time/batch = 0.046
125/5740 (epoch 0), train_loss = 2.241, time/batch = 0.046
126/5740 (epoch 0), train_loss = 2.252, time/batch = 0.046
127/5740 (epoch 0), train_loss = 2.295, time/batch = 0.047
128/5740 (epoch 0), train_loss = 2.325, time/batch = 0.046
129/5740 (epoch 0), train_loss = 2.294, time/batch = 0.047
130/5740 (epoch 0), train_loss = 2.294, time/batch = 0.046
131/5740 (epoch 0), train_loss = 2.262, time/batch = 0.046
132/5740 (epoch 0), train_loss = 2.270, time/batch = 0.047
133/5740 (epoch 0), train_loss = 2.244, time/batch = 0.047
134/5740 (epoch 0), train_loss = 2.266, time/batch = 0.049
135/5740 (epoch 0), train_loss = 2.218, time/batch = 0.046
136/5740 (epoch 0), train_loss = 2.282, time/batch = 0.046
137/5740 (epoch 0), train_loss = 2.290, time/batch = 0.049
138/5740 (epoch 0), train_loss = 2.331, time/batch = 0.047
139/5740 (epoch 0), train_loss = 2.299, time/batch = 0.046
140/5740 (epoch 0), train_loss = 2.246, time/batch = 0.046
141/5740 (epoch 0), train_loss = 2.280, time/batch = 0.049
142/5740 (epoch 0), train_loss = 2.293, time/batch = 0.046
143/5740 (epoch 0), train_loss = 2.259, time/batch = 0.046
144/5740 (epoch 0), train_loss = 2.321, time/batch = 0.049
145/5740 (epoch 0), train_loss = 2.246, time/batch = 0.047
146/5740 (epoch 0), train_loss = 2.226, time/batch = 0.046
147/5740 (epoch 0), train_loss = 2.171, time/batch = 0.046
148/5740 (epoch 0), train_loss = 2.211, time/batch = 0.049
149/5740 (epoch 0), train_loss = 2.167, time/batch = 0.047
150/5740 (epoch 0), train_loss = 2.150, time/batch = 0.049
151/5740 (epoch 0), train_loss = 2.173, time/batch = 0.046
152/5740 (epoch 0), train_loss = 2.133, time/batch = 0.046
153/5740 (epoch 0), train_loss = 2.114, time/batch = 0.047
154/5740 (epoch 0), train_loss = 2.111, time/batch = 0.046
155/5740 (epoch 0), train_loss = 2.184, time/batch = 0.046
156/5740 (epoch 0), train_loss = 2.144, time/batch = 0.046
157/5740 (epoch 0), train_loss = 2.098, time/batch = 0.046
158/5740 (epoch 0), train_loss = 2.127, time/batch = 0.046
159/5740 (epoch 0), train_loss = 2.180, time/batch = 0.047
160/5740 (epoch 0), train_loss = 2.121, time/batch = 0.046
161/5740 (epoch 0), train_loss = 2.157, time/batch = 0.046
162/5740 (epoch 0), train_loss = 2.083, time/batch = 0.046
163/5740 (epoch 0), train_loss = 2.149, time/batch = 0.047
164/5740 (epoch 0), train_loss = 2.187, time/batch = 0.046
165/5740 (epoch 0), train_loss = 2.188, time/batch = 0.046
166/5740 (epoch 0), train_loss = 2.152, time/batch = 0.046
167/5740 (epoch 0), train_loss = 2.081, time/batch = 0.049
168/5740 (epoch 0), train_loss = 2.083, time/batch = 0.047
169/5740 (epoch 0), train_loss = 2.105, time/batch = 0.049
170/5740 (epoch 0), train_loss = 2.069, time/batch = 0.047
171/5740 (epoch 0), train_loss = 2.053, time/batch = 0.046
172/5740 (epoch 0), train_loss = 2.104, time/batch = 0.046
173/5740 (epoch 0), train_loss = 2.078, time/batch = 0.049
174/5740 (epoch 0), train_loss = 2.083, time/batch = 0.046
175/5740 (epoch 0), train_loss = 2.066, time/batch = 0.047
176/5740 (epoch 0), train_loss = 2.074, time/batch = 0.046
177/5740 (epoch 0), train_loss = 2.065, time/batch = 0.046
178/5740 (epoch 0), train_loss = 2.045, time/batch = 0.046
179/5740 (epoch 0), train_loss = 2.072, time/batch = 0.046
180/5740 (epoch 0), train_loss = 2.069, time/batch = 0.046
181/5740 (epoch 0), train_loss = 2.040, time/batch = 0.046
182/5740 (epoch 0), train_loss = 2.054, time/batch = 0.046
183/5740 (epoch 0), train_loss = 2.043, time/batch = 0.047
184/5740 (epoch 0), train_loss = 2.007, time/batch = 0.047
185/5740 (epoch 0), train_loss = 2.013, time/batch = 0.046
186/5740 (epoch 0), train_loss = 2.011, time/batch = 0.046
187/5740 (epoch 0), train_loss = 2.019, time/batch = 0.046
188/5740 (epoch 0), train_loss = 2.030, time/batch = 0.047
189/5740 (epoch 0), train_loss = 2.073, time/batch = 0.046
190/5740 (epoch 0), train_loss = 2.074, time/batch = 0.046
191/5740 (epoch 0), train_loss = 2.008, time/batch = 0.047
192/5740 (epoch 0), train_loss = 1.997, time/batch = 0.046
193/5740 (epoch 0), train_loss = 2.031, time/batch = 0.046
194/5740 (epoch 0), train_loss = 2.024, time/batch = 0.046
195/5740 (epoch 0), train_loss = 2.103, time/batch = 0.046
196/5740 (epoch 0), train_loss = 2.039, time/batch = 0.046
197/5740 (epoch 0), train_loss = 2.050, time/batch = 0.046
198/5740 (epoch 0), train_loss = 2.007, time/batch = 0.046
199/5740 (epoch 0), train_loss = 2.065, time/batch = 0.046
200/5740 (epoch 0), train_loss = 2.007, time/batch = 0.046
201/5740 (epoch 0), train_loss = 1.967, time/batch = 0.046
202/5740 (epoch 0), train_loss = 1.949, time/batch = 0.046
203/5740 (epoch 0), train_loss = 2.001, time/batch = 0.046
204/5740 (epoch 0), train_loss = 1.973, time/batch = 0.046
205/5740 (epoch 0), train_loss = 1.978, time/batch = 0.046
206/5740 (epoch 0), train_loss = 1.936, time/batch = 0.046
207/5740 (epoch 0), train_loss = 1.976, time/batch = 0.046
208/5740 (epoch 0), train_loss = 1.984, time/batch = 0.046
209/5740 (epoch 0), train_loss = 1.988, time/batch = 0.046
210/5740 (epoch 0), train_loss = 2.051, time/batch = 0.046
211/5740 (epoch 0), train_loss = 1.985, time/batch = 0.046
212/5740 (epoch 0), train_loss = 1.982, time/batch = 0.046
213/5740 (epoch 0), train_loss = 1.965, time/batch = 0.046
214/5740 (epoch 0), train_loss = 1.934, time/batch = 0.046
215/5740 (epoch 0), train_loss = 1.952, time/batch = 0.047
216/5740 (epoch 0), train_loss = 1.933, time/batch = 0.046
217/5740 (epoch 0), train_loss = 1.958, time/batch = 0.049
218/5740 (epoch 0), train_loss = 1.986, time/batch = 0.049
219/5740 (epoch 0), train_loss = 1.914, time/batch = 0.046
220/5740 (epoch 0), train_loss = 1.974, time/batch = 0.049
221/5740 (epoch 0), train_loss = 1.949, time/batch = 0.047
222/5740 (epoch 0), train_loss = 1.941, time/batch = 0.047
223/5740 (epoch 0), train_loss = 1.964, time/batch = 0.046
224/5740 (epoch 0), train_loss = 2.027, time/batch = 0.046
225/5740 (epoch 0), train_loss = 1.957, time/batch = 0.046
226/5740 (epoch 0), train_loss = 1.935, time/batch = 0.047
227/5740 (epoch 0), train_loss = 1.942, time/batch = 0.046
228/5740 (epoch 0), train_loss = 1.908, time/batch = 0.047
229/5740 (epoch 0), train_loss = 1.892, time/batch = 0.046
230/5740 (epoch 0), train_loss = 1.887, time/batch = 0.046
231/5740 (epoch 0), train_loss = 1.959, time/batch = 0.046
232/5740 (epoch 0), train_loss = 1.979, time/batch = 0.046
233/5740 (epoch 0), train_loss = 2.000, time/batch = 0.047
234/5740 (epoch 0), train_loss = 1.957, time/batch = 0.047
235/5740 (epoch 0), train_loss = 1.846, time/batch = 0.046
236/5740 (epoch 0), train_loss = 1.864, time/batch = 0.047
237/5740 (epoch 0), train_loss = 1.905, time/batch = 0.046
238/5740 (epoch 0), train_loss = 1.876, time/batch = 0.046
239/5740 (epoch 0), train_loss = 1.880, time/batch = 0.047
240/5740 (epoch 0), train_loss = 1.870, time/batch = 0.047
241/5740 (epoch 0), train_loss = 1.837, time/batch = 0.046
242/5740 (epoch 0), train_loss = 1.869, time/batch = 0.046
243/5740 (epoch 0), train_loss = 1.887, time/batch = 0.046
244/5740 (epoch 0), train_loss = 1.853, time/batch = 0.046
245/5740 (epoch 0), train_loss = 1.842, time/batch = 0.047
246/5740 (epoch 0), train_loss = 1.917, time/batch = 0.046
247/5740 (epoch 0), train_loss = 1.827, time/batch = 0.047
248/5740 (epoch 0), train_loss = 1.924, time/batch = 0.047
249/5740 (epoch 0), train_loss = 1.858, time/batch = 0.047
250/5740 (epoch 0), train_loss = 1.827, time/batch = 0.046
251/5740 (epoch 0), train_loss = 1.832, time/batch = 0.046
252/5740 (epoch 0), train_loss = 1.938, time/batch = 0.046
253/5740 (epoch 0), train_loss = 1.807, time/batch = 0.046
254/5740 (epoch 0), train_loss = 1.829, time/batch = 0.046
255/5740 (epoch 0), train_loss = 1.789, time/batch = 0.047
256/5740 (epoch 0), train_loss = 1.903, time/batch = 0.046
257/5740 (epoch 0), train_loss = 1.912, time/batch = 0.046
258/5740 (epoch 0), train_loss = 1.811, time/batch = 0.048
259/5740 (epoch 0), train_loss = 1.863, time/batch = 0.047
260/5740 (epoch 0), train_loss = 1.824, time/batch = 0.047
261/5740 (epoch 0), train_loss = 1.830, time/batch = 0.046
262/5740 (epoch 0), train_loss = 1.837, time/batch = 0.046
263/5740 (epoch 0), train_loss = 1.763, time/batch = 0.046
264/5740 (epoch 0), train_loss = 1.787, time/batch = 0.046
265/5740 (epoch 0), train_loss = 1.784, time/batch = 0.046
266/5740 (epoch 0), train_loss = 1.815, time/batch = 0.047
267/5740 (epoch 0), train_loss = 1.868, time/batch = 0.046
268/5740 (epoch 0), train_loss = 1.831, time/batch = 0.046
269/5740 (epoch 0), train_loss = 1.786, time/batch = 0.046
270/5740 (epoch 0), train_loss = 1.808, time/batch = 0.046
271/5740 (epoch 0), train_loss = 1.784, time/batch = 0.046
272/5740 (epoch 0), train_loss = 1.817, time/batch = 0.046
273/5740 (epoch 0), train_loss = 1.838, time/batch = 0.046
274/5740 (epoch 0), train_loss = 1.796, time/batch = 0.046
275/5740 (epoch 0), train_loss = 1.803, time/batch = 0.046
276/5740 (epoch 0), train_loss = 1.734, time/batch = 0.046
277/5740 (epoch 0), train_loss = 1.797, time/batch = 0.046
278/5740 (epoch 0), train_loss = 1.771, time/batch = 0.046
279/5740 (epoch 0), train_loss = 1.772, time/batch = 0.046
280/5740 (epoch 0), train_loss = 1.722, time/batch = 0.047
281/5740 (epoch 0), train_loss = 1.759, time/batch = 0.046
282/5740 (epoch 0), train_loss = 1.788, time/batch = 0.047
283/5740 (epoch 0), train_loss = 1.833, time/batch = 0.046
284/5740 (epoch 0), train_loss = 1.764, time/batch = 0.046
285/5740 (epoch 0), train_loss = 1.769, time/batch = 0.047
286/5740 (epoch 0), train_loss = 1.743, time/batch = 0.046
287/5740 (epoch 1), train_loss = 1.832, time/batch = 0.048
288/5740 (epoch 1), train_loss = 1.717, time/batch = 0.048
289/5740 (epoch 1), train_loss = 1.737, time/batch = 0.047
290/5740 (epoch 1), train_loss = 1.737, time/batch = 0.047
291/5740 (epoch 1), train_loss = 1.824, time/batch = 0.047
292/5740 (epoch 1), train_loss = 1.752, time/batch = 0.047
293/5740 (epoch 1), train_loss = 1.750, time/batch = 0.047
294/5740 (epoch 1), train_loss = 1.747, time/batch = 0.046
295/5740 (epoch 1), train_loss = 1.805, time/batch = 0.047
296/5740 (epoch 1), train_loss = 1.736, time/batch = 0.046
297/5740 (epoch 1), train_loss = 1.777, time/batch = 0.047
298/5740 (epoch 1), train_loss = 1.773, time/batch = 0.047
299/5740 (epoch 1), train_loss = 1.751, time/batch = 0.047
300/5740 (epoch 1), train_loss = 1.758, time/batch = 0.047
301/5740 (epoch 1), train_loss = 1.740, time/batch = 0.047
302/5740 (epoch 1), train_loss = 1.779, time/batch = 0.047
303/5740 (epoch 1), train_loss = 1.752, time/batch = 0.046
304/5740 (epoch 1), train_loss = 1.676, time/batch = 0.046
305/5740 (epoch 1), train_loss = 1.703, time/batch = 0.047
306/5740 (epoch 1), train_loss = 1.714, time/batch = 0.047
307/5740 (epoch 1), train_loss = 1.720, time/batch = 0.047
308/5740 (epoch 1), train_loss = 1.735, time/batch = 0.046
309/5740 (epoch 1), train_loss = 1.704, time/batch = 0.046
310/5740 (epoch 1), train_loss = 1.718, time/batch = 0.047
311/5740 (epoch 1), train_loss = 1.676, time/batch = 0.046
312/5740 (epoch 1), train_loss = 1.645, time/batch = 0.046
313/5740 (epoch 1), train_loss = 1.691, time/batch = 0.046
314/5740 (epoch 1), train_loss = 1.699, time/batch = 0.047
315/5740 (epoch 1), train_loss = 1.716, time/batch = 0.046
316/5740 (epoch 1), train_loss = 1.665, time/batch = 0.046
317/5740 (epoch 1), train_loss = 1.700, time/batch = 0.047
318/5740 (epoch 1), train_loss = 1.702, time/batch = 0.046
319/5740 (epoch 1), train_loss = 1.662, time/batch = 0.046
320/5740 (epoch 1), train_loss = 1.667, time/batch = 0.047
321/5740 (epoch 1), train_loss = 1.675, time/batch = 0.047
322/5740 (epoch 1), train_loss = 1.656, time/batch = 0.047
323/5740 (epoch 1), train_loss = 1.647, time/batch = 0.047
324/5740 (epoch 1), train_loss = 1.708, time/batch = 0.046
325/5740 (epoch 1), train_loss = 1.727, time/batch = 0.047
326/5740 (epoch 1), train_loss = 1.673, time/batch = 0.046
327/5740 (epoch 1), train_loss = 1.640, time/batch = 0.046
328/5740 (epoch 1), train_loss = 1.638, time/batch = 0.046
329/5740 (epoch 1), train_loss = 1.623, time/batch = 0.047
330/5740 (epoch 1), train_loss = 1.653, time/batch = 0.047
331/5740 (epoch 1), train_loss = 1.680, time/batch = 0.046
332/5740 (epoch 1), train_loss = 1.698, time/batch = 0.046
333/5740 (epoch 1), train_loss = 1.628, time/batch = 0.046
334/5740 (epoch 1), train_loss = 1.763, time/batch = 0.046
335/5740 (epoch 1), train_loss = 1.651, time/batch = 0.046
336/5740 (epoch 1), train_loss = 1.667, time/batch = 0.046
337/5740 (epoch 1), train_loss = 1.674, time/batch = 0.046
338/5740 (epoch 1), train_loss = 1.680, time/batch = 0.046
339/5740 (epoch 1), train_loss = 1.671, time/batch = 0.046
340/5740 (epoch 1), train_loss = 1.579, time/batch = 0.047
341/5740 (epoch 1), train_loss = 1.564, time/batch = 0.047
342/5740 (epoch 1), train_loss = 1.660, time/batch = 0.046
343/5740 (epoch 1), train_loss = 1.639, time/batch = 0.047
344/5740 (epoch 1), train_loss = 1.652, time/batch = 0.046
345/5740 (epoch 1), train_loss = 1.651, time/batch = 0.046
346/5740 (epoch 1), train_loss = 1.670, time/batch = 0.046
347/5740 (epoch 1), train_loss = 1.654, time/batch = 0.047
348/5740 (epoch 1), train_loss = 1.674, time/batch = 0.046
349/5740 (epoch 1), train_loss = 1.685, time/batch = 0.046
350/5740 (epoch 1), train_loss = 1.644, time/batch = 0.046
351/5740 (epoch 1), train_loss = 1.625, time/batch = 0.046
352/5740 (epoch 1), train_loss = 1.656, time/batch = 0.047
353/5740 (epoch 1), train_loss = 1.613, time/batch = 0.046
354/5740 (epoch 1), train_loss = 1.627, time/batch = 0.046
355/5740 (epoch 1), train_loss = 1.577, time/batch = 0.046
356/5740 (epoch 1), train_loss = 1.638, time/batch = 0.047
357/5740 (epoch 1), train_loss = 1.585, time/batch = 0.047
358/5740 (epoch 1), train_loss = 1.677, time/batch = 0.047
359/5740 (epoch 1), train_loss = 1.589, time/batch = 0.047
360/5740 (epoch 1), train_loss = 1.660, time/batch = 0.046
361/5740 (epoch 1), train_loss = 1.575, time/batch = 0.047
362/5740 (epoch 1), train_loss = 1.604, time/batch = 0.047
363/5740 (epoch 1), train_loss = 1.644, time/batch = 0.046
364/5740 (epoch 1), train_loss = 1.622, time/batch = 0.047
365/5740 (epoch 1), train_loss = 1.585, time/batch = 0.047
366/5740 (epoch 1), train_loss = 1.653, time/batch = 0.046
367/5740 (epoch 1), train_loss = 1.635, time/batch = 0.046
368/5740 (epoch 1), train_loss = 1.609, time/batch = 0.046
369/5740 (epoch 1), train_loss = 1.603, time/batch = 0.047
370/5740 (epoch 1), train_loss = 1.648, time/batch = 0.047
371/5740 (epoch 1), train_loss = 1.633, time/batch = 0.047
372/5740 (epoch 1), train_loss = 1.651, time/batch = 0.047
373/5740 (epoch 1), train_loss = 1.637, time/batch = 0.046
374/5740 (epoch 1), train_loss = 1.645, time/batch = 0.047
375/5740 (epoch 1), train_loss = 1.613, time/batch = 0.046
376/5740 (epoch 1), train_loss = 1.564, time/batch = 0.047
377/5740 (epoch 1), train_loss = 1.659, time/batch = 0.047
378/5740 (epoch 1), train_loss = 1.543, time/batch = 0.046
379/5740 (epoch 1), train_loss = 1.608, time/batch = 0.046
380/5740 (epoch 1), train_loss = 1.651, time/batch = 0.046
381/5740 (epoch 1), train_loss = 1.595, time/batch = 0.046
382/5740 (epoch 1), train_loss = 1.571, time/batch = 0.046
383/5740 (epoch 1), train_loss = 1.664, time/batch = 0.046
384/5740 (epoch 1), train_loss = 1.611, time/batch = 0.047
385/5740 (epoch 1), train_loss = 1.573, time/batch = 0.046
386/5740 (epoch 1), train_loss = 1.673, time/batch = 0.046
387/5740 (epoch 1), train_loss = 1.553, time/batch = 0.047
388/5740 (epoch 1), train_loss = 1.560, time/batch = 0.046
389/5740 (epoch 1), train_loss = 1.552, time/batch = 0.046
390/5740 (epoch 1), train_loss = 1.602, time/batch = 0.046
391/5740 (epoch 1), train_loss = 1.545, time/batch = 0.046
392/5740 (epoch 1), train_loss = 1.581, time/batch = 0.047
393/5740 (epoch 1), train_loss = 1.615, time/batch = 0.047
394/5740 (epoch 1), train_loss = 1.589, time/batch = 0.047
395/5740 (epoch 1), train_loss = 1.580, time/batch = 0.047
396/5740 (epoch 1), train_loss = 1.588, time/batch = 0.047
397/5740 (epoch 1), train_loss = 1.588, time/batch = 0.047
398/5740 (epoch 1), train_loss = 1.592, time/batch = 0.047
399/5740 (epoch 1), train_loss = 1.604, time/batch = 0.046
400/5740 (epoch 1), train_loss = 1.595, time/batch = 0.046
401/5740 (epoch 1), train_loss = 1.545, time/batch = 0.046
402/5740 (epoch 1), train_loss = 1.592, time/batch = 0.046
403/5740 (epoch 1), train_loss = 1.557, time/batch = 0.047
404/5740 (epoch 1), train_loss = 1.638, time/batch = 0.047
405/5740 (epoch 1), train_loss = 1.569, time/batch = 0.047
406/5740 (epoch 1), train_loss = 1.576, time/batch = 0.047
407/5740 (epoch 1), train_loss = 1.580, time/batch = 0.047
408/5740 (epoch 1), train_loss = 1.559, time/batch = 0.047
409/5740 (epoch 1), train_loss = 1.568, time/batch = 0.047
410/5740 (epoch 1), train_loss = 1.566, time/batch = 0.046
411/5740 (epoch 1), train_loss = 1.622, time/batch = 0.046
412/5740 (epoch 1), train_loss = 1.517, time/batch = 0.046
413/5740 (epoch 1), train_loss = 1.524, time/batch = 0.047
414/5740 (epoch 1), train_loss = 1.575, time/batch = 0.047
415/5740 (epoch 1), train_loss = 1.612, time/batch = 0.046
416/5740 (epoch 1), train_loss = 1.566, time/batch = 0.046
417/5740 (epoch 1), train_loss = 1.567, time/batch = 0.046
418/5740 (epoch 1), train_loss = 1.587, time/batch = 0.046
419/5740 (epoch 1), train_loss = 1.525, time/batch = 0.046
420/5740 (epoch 1), train_loss = 1.535, time/batch = 0.046
421/5740 (epoch 1), train_loss = 1.563, time/batch = 0.046
422/5740 (epoch 1), train_loss = 1.594, time/batch = 0.047
423/5740 (epoch 1), train_loss = 1.578, time/batch = 0.047
424/5740 (epoch 1), train_loss = 1.544, time/batch = 0.046
425/5740 (epoch 1), train_loss = 1.603, time/batch = 0.046
426/5740 (epoch 1), train_loss = 1.567, time/batch = 0.046
427/5740 (epoch 1), train_loss = 1.513, time/batch = 0.046
428/5740 (epoch 1), train_loss = 1.547, time/batch = 0.046
429/5740 (epoch 1), train_loss = 1.582, time/batch = 0.046
430/5740 (epoch 1), train_loss = 1.535, time/batch = 0.047
431/5740 (epoch 1), train_loss = 1.594, time/batch = 0.046
432/5740 (epoch 1), train_loss = 1.524, time/batch = 0.047
433/5740 (epoch 1), train_loss = 1.537, time/batch = 0.047
434/5740 (epoch 1), train_loss = 1.534, time/batch = 0.046
