loading preprocessed files
0/22300 (epoch 0), train_loss = 4.149, time/batch = 1.654
49/22300 (epoch 0), train_loss = 3.089, time/batch = 0.051
50/22300 (epoch 0), train_loss = 3.044, time/batch = 0.051
51/22300 (epoch 0), train_loss = 3.021, time/batch = 0.051
52/22300 (epoch 0), train_loss = 3.024, time/batch = 0.051
53/22300 (epoch 0), train_loss = 2.985, time/batch = 0.051
54/22300 (epoch 0), train_loss = 2.975, time/batch = 0.051
55/22300 (epoch 0), train_loss = 2.994, time/batch = 0.051
56/22300 (epoch 0), train_loss = 2.931, time/batch = 0.051
57/22300 (epoch 0), train_loss = 2.923, time/batch = 0.051
58/22300 (epoch 0), train_loss = 2.889, time/batch = 0.051
59/22300 (epoch 0), train_loss = 2.886, time/batch = 0.051
60/22300 (epoch 0), train_loss = 2.906, time/batch = 0.051
61/22300 (epoch 0), train_loss = 2.902, time/batch = 0.051
62/22300 (epoch 0), train_loss = 2.831, time/batch = 0.051
63/22300 (epoch 0), train_loss = 2.866, time/batch = 0.051
64/22300 (epoch 0), train_loss = 2.824, time/batch = 0.051
65/22300 (epoch 0), train_loss = 2.773, time/batch = 0.051
66/22300 (epoch 0), train_loss = 2.786, time/batch = 0.051
67/22300 (epoch 0), train_loss = 2.736, time/batch = 0.051
68/22300 (epoch 0), train_loss = 2.783, time/batch = 0.051
69/22300 (epoch 0), train_loss = 2.736, time/batch = 0.051
70/22300 (epoch 0), train_loss = 2.727, time/batch = 0.051
71/22300 (epoch 0), train_loss = 2.729, time/batch = 0.051
72/22300 (epoch 0), train_loss = 2.705, time/batch = 0.051
73/22300 (epoch 0), train_loss = 2.668, time/batch = 0.051
74/22300 (epoch 0), train_loss = 2.670, time/batch = 0.051
75/22300 (epoch 0), train_loss = 2.646, time/batch = 0.051
76/22300 (epoch 0), train_loss = 2.655, time/batch = 0.051
77/22300 (epoch 0), train_loss = 2.635, time/batch = 0.051
78/22300 (epoch 0), train_loss = 2.661, time/batch = 0.051
79/22300 (epoch 0), train_loss = 2.620, time/batch = 0.051
80/22300 (epoch 0), train_loss = 2.620, time/batch = 0.051
81/22300 (epoch 0), train_loss = 2.550, time/batch = 0.051
82/22300 (epoch 0), train_loss = 2.600, time/batch = 0.051
83/22300 (epoch 0), train_loss = 2.562, time/batch = 0.051
84/22300 (epoch 0), train_loss = 2.589, time/batch = 0.051
85/22300 (epoch 0), train_loss = 2.550, time/batch = 0.051
86/22300 (epoch 0), train_loss = 2.545, time/batch = 0.051
87/22300 (epoch 0), train_loss = 2.475, time/batch = 0.051
88/22300 (epoch 0), train_loss = 2.561, time/batch = 0.051
89/22300 (epoch 0), train_loss = 2.465, time/batch = 0.051
90/22300 (epoch 0), train_loss = 2.467, time/batch = 0.051
91/22300 (epoch 0), train_loss = 2.462, time/batch = 0.051
92/22300 (epoch 0), train_loss = 2.437, time/batch = 0.051
93/22300 (epoch 0), train_loss = 2.441, time/batch = 0.051
94/22300 (epoch 0), train_loss = 2.516, time/batch = 0.051
95/22300 (epoch 0), train_loss = 2.485, time/batch = 0.051
96/22300 (epoch 0), train_loss = 2.511, time/batch = 0.051
97/22300 (epoch 0), train_loss = 2.435, time/batch = 0.051
98/22300 (epoch 0), train_loss = 2.458, time/batch = 0.051
99/22300 (epoch 0), train_loss = 2.490, time/batch = 0.051
100/22300 (epoch 0), train_loss = 2.446, time/batch = 0.051
101/22300 (epoch 0), train_loss = 2.422, time/batch = 0.051
102/22300 (epoch 0), train_loss = 2.464, time/batch = 0.051
103/22300 (epoch 0), train_loss = 2.421, time/batch = 0.051
104/22300 (epoch 0), train_loss = 2.385, time/batch = 0.051
105/22300 (epoch 0), train_loss = 2.381, time/batch = 0.051
106/22300 (epoch 0), train_loss = 2.393, time/batch = 0.051
107/22300 (epoch 0), train_loss = 2.417, time/batch = 0.051
108/22300 (epoch 0), train_loss = 2.402, time/batch = 0.051
109/22300 (epoch 0), train_loss = 2.356, time/batch = 0.051
110/22300 (epoch 0), train_loss = 2.346, time/batch = 0.051
111/22300 (epoch 0), train_loss = 2.395, time/batch = 0.051
112/22300 (epoch 0), train_loss = 2.400, time/batch = 0.051
113/22300 (epoch 0), train_loss = 2.369, time/batch = 0.051
114/22300 (epoch 0), train_loss = 2.384, time/batch = 0.051
115/22300 (epoch 0), train_loss = 2.399, time/batch = 0.051
116/22300 (epoch 0), train_loss = 2.366, time/batch = 0.051
117/22300 (epoch 0), train_loss = 2.383, time/batch = 0.051
118/22300 (epoch 0), train_loss = 2.334, time/batch = 0.051
119/22300 (epoch 0), train_loss = 2.289, time/batch = 0.051
120/22300 (epoch 0), train_loss = 2.355, time/batch = 0.051
121/22300 (epoch 0), train_loss = 2.304, time/batch = 0.051
122/22300 (epoch 0), train_loss = 2.319, time/batch = 0.051
123/22300 (epoch 0), train_loss = 2.290, time/batch = 0.051
124/22300 (epoch 0), train_loss = 2.321, time/batch = 0.051
125/22300 (epoch 0), train_loss = 2.346, time/batch = 0.051
126/22300 (epoch 0), train_loss = 2.310, time/batch = 0.051
127/22300 (epoch 0), train_loss = 2.309, time/batch = 0.051
128/22300 (epoch 0), train_loss = 2.338, time/batch = 0.051
129/22300 (epoch 0), train_loss = 2.247, time/batch = 0.051
130/22300 (epoch 0), train_loss = 2.294, time/batch = 0.051
131/22300 (epoch 0), train_loss = 2.263, time/batch = 0.051
132/22300 (epoch 0), train_loss = 2.329, time/batch = 0.051
133/22300 (epoch 0), train_loss = 2.256, time/batch = 0.051
134/22300 (epoch 0), train_loss = 2.240, time/batch = 0.051
135/22300 (epoch 0), train_loss = 2.292, time/batch = 0.051
136/22300 (epoch 0), train_loss = 2.303, time/batch = 0.051
137/22300 (epoch 0), train_loss = 2.299, time/batch = 0.051
138/22300 (epoch 0), train_loss = 2.292, time/batch = 0.051
139/22300 (epoch 0), train_loss = 2.332, time/batch = 0.051
140/22300 (epoch 0), train_loss = 2.284, time/batch = 0.051
141/22300 (epoch 0), train_loss = 2.291, time/batch = 0.051
142/22300 (epoch 0), train_loss = 2.214, time/batch = 0.051
143/22300 (epoch 0), train_loss = 2.245, time/batch = 0.051
144/22300 (epoch 0), train_loss = 2.251, time/batch = 0.051
145/22300 (epoch 0), train_loss = 2.254, time/batch = 0.051
146/22300 (epoch 0), train_loss = 2.227, time/batch = 0.051
147/22300 (epoch 0), train_loss = 2.219, time/batch = 0.051
148/22300 (epoch 0), train_loss = 2.261, time/batch = 0.051
149/22300 (epoch 0), train_loss = 2.240, time/batch = 0.051
150/22300 (epoch 0), train_loss = 2.188, time/batch = 0.051
151/22300 (epoch 0), train_loss = 2.221, time/batch = 0.051
152/22300 (epoch 0), train_loss = 2.207, time/batch = 0.051
153/22300 (epoch 0), train_loss = 2.224, time/batch = 0.051
154/22300 (epoch 0), train_loss = 2.202, time/batch = 0.051
155/22300 (epoch 0), train_loss = 2.235, time/batch = 0.051
156/22300 (epoch 0), train_loss = 2.172, time/batch = 0.051
157/22300 (epoch 0), train_loss = 2.236, time/batch = 0.051
158/22300 (epoch 0), train_loss = 2.186, time/batch = 0.051
159/22300 (epoch 0), train_loss = 2.211, time/batch = 0.051
160/22300 (epoch 0), train_loss = 2.167, time/batch = 0.051
161/22300 (epoch 0), train_loss = 2.261, time/batch = 0.051
162/22300 (epoch 0), train_loss = 2.196, time/batch = 0.051
163/22300 (epoch 0), train_loss = 2.179, time/batch = 0.051
164/22300 (epoch 0), train_loss = 2.217, time/batch = 0.051
165/22300 (epoch 0), train_loss = 2.203, time/batch = 0.051
166/22300 (epoch 0), train_loss = 2.191, time/batch = 0.051
167/22300 (epoch 0), train_loss = 2.130, time/batch = 0.051
168/22300 (epoch 0), train_loss = 2.189, time/batch = 0.051
169/22300 (epoch 0), train_loss = 2.228, time/batch = 0.051
170/22300 (epoch 0), train_loss = 2.203, time/batch = 0.051
171/22300 (epoch 0), train_loss = 2.216, time/batch = 0.051
172/22300 (epoch 0), train_loss = 2.184, time/batch = 0.051
173/22300 (epoch 0), train_loss = 2.135, time/batch = 0.051
174/22300 (epoch 0), train_loss = 2.160, time/batch = 0.051
175/22300 (epoch 0), train_loss = 2.226, time/batch = 0.051
176/22300 (epoch 0), train_loss = 2.187, time/batch = 0.051
177/22300 (epoch 0), train_loss = 2.147, time/batch = 0.051
178/22300 (epoch 0), train_loss = 2.141, time/batch = 0.051
179/22300 (epoch 0), train_loss = 2.113, time/batch = 0.051
180/22300 (epoch 0), train_loss = 2.129, time/batch = 0.051
181/22300 (epoch 0), train_loss = 2.199, time/batch = 0.051
182/22300 (epoch 0), train_loss = 2.162, time/batch = 0.051
183/22300 (epoch 0), train_loss = 2.156, time/batch = 0.051
184/22300 (epoch 0), train_loss = 2.063, time/batch = 0.051
185/22300 (epoch 0), train_loss = 2.119, time/batch = 0.051
186/22300 (epoch 0), train_loss = 2.108, time/batch = 0.051
187/22300 (epoch 0), train_loss = 2.146, time/batch = 0.051
188/22300 (epoch 0), train_loss = 2.128, time/batch = 0.051
189/22300 (epoch 0), train_loss = 2.034, time/batch = 0.051
190/22300 (epoch 0), train_loss = 2.115, time/batch = 0.051
191/22300 (epoch 0), train_loss = 2.029, time/batch = 0.051
192/22300 (epoch 0), train_loss = 2.095, time/batch = 0.051
193/22300 (epoch 0), train_loss = 2.070, time/batch = 0.051
194/22300 (epoch 0), train_loss = 2.116, time/batch = 0.051
195/22300 (epoch 0), train_loss = 2.094, time/batch = 0.051
196/22300 (epoch 0), train_loss = 2.073, time/batch = 0.051
197/22300 (epoch 0), train_loss = 2.109, time/batch = 0.051
198/22300 (epoch 0), train_loss = 2.162, time/batch = 0.051
199/22300 (epoch 0), train_loss = 2.110, time/batch = 0.051
200/22300 (epoch 0), train_loss = 2.131, time/batch = 0.051
201/22300 (epoch 0), train_loss = 2.103, time/batch = 0.051
202/22300 (epoch 0), train_loss = 2.110, time/batch = 0.051
203/22300 (epoch 0), train_loss = 2.085, time/batch = 0.051
204/22300 (epoch 0), train_loss = 2.108, time/batch = 0.051
205/22300 (epoch 0), train_loss = 2.106, time/batch = 0.051
206/22300 (epoch 0), train_loss = 2.085, time/batch = 0.051
207/22300 (epoch 0), train_loss = 2.116, time/batch = 0.051
208/22300 (epoch 0), train_loss = 2.158, time/batch = 0.051
209/22300 (epoch 0), train_loss = 2.087, time/batch = 0.051
210/22300 (epoch 0), train_loss = 2.076, time/batch = 0.051
211/22300 (epoch 0), train_loss = 2.052, time/batch = 0.051
212/22300 (epoch 0), train_loss = 2.079, time/batch = 0.051
213/22300 (epoch 0), train_loss = 2.101, time/batch = 0.051
214/22300 (epoch 0), train_loss = 1.998, time/batch = 0.051
215/22300 (epoch 0), train_loss = 2.024, time/batch = 0.051
216/22300 (epoch 0), train_loss = 2.078, time/batch = 0.051
217/22300 (epoch 0), train_loss = 2.073, time/batch = 0.051
218/22300 (epoch 0), train_loss = 2.040, time/batch = 0.051
219/22300 (epoch 0), train_loss = 2.049, time/batch = 0.051
220/22300 (epoch 0), train_loss = 2.031, time/batch = 0.051
221/22300 (epoch 0), train_loss = 2.088, time/batch = 0.051
222/22300 (epoch 0), train_loss = 2.050, time/batch = 0.051
223/22300 (epoch 0), train_loss = 2.042, time/batch = 0.051
224/22300 (epoch 0), train_loss = 2.020, time/batch = 0.051
225/22300 (epoch 0), train_loss = 2.013, time/batch = 0.051
226/22300 (epoch 0), train_loss = 2.123, time/batch = 0.051
227/22300 (epoch 0), train_loss = 2.017, time/batch = 0.051
228/22300 (epoch 0), train_loss = 2.066, time/batch = 0.051
229/22300 (epoch 0), train_loss = 2.034, time/batch = 0.051
230/22300 (epoch 0), train_loss = 2.073, time/batch = 0.051
231/22300 (epoch 0), train_loss = 2.041, time/batch = 0.051
232/22300 (epoch 0), train_loss = 2.027, time/batch = 0.051
233/22300 (epoch 0), train_loss = 2.071, time/batch = 0.051
234/22300 (epoch 0), train_loss = 2.022, time/batch = 0.051
235/22300 (epoch 0), train_loss = 2.038, time/batch = 0.051
236/22300 (epoch 0), train_loss = 2.022, time/batch = 0.051
237/22300 (epoch 0), train_loss = 2.024, time/batch = 0.051
238/22300 (epoch 0), train_loss = 2.019, time/batch = 0.051
239/22300 (epoch 0), train_loss = 2.028, time/batch = 0.051
240/22300 (epoch 0), train_loss = 2.022, time/batch = 0.051
241/22300 (epoch 0), train_loss = 1.996, time/batch = 0.051
242/22300 (epoch 0), train_loss = 1.993, time/batch = 0.051
243/22300 (epoch 0), train_loss = 2.017, time/batch = 0.051
244/22300 (epoch 0), train_loss = 1.981, time/batch = 0.051
245/22300 (epoch 0), train_loss = 1.990, time/batch = 0.051
246/22300 (epoch 0), train_loss = 1.999, time/batch = 0.051
247/22300 (epoch 0), train_loss = 1.998, time/batch = 0.051
248/22300 (epoch 0), train_loss = 2.022, time/batch = 0.051
249/22300 (epoch 0), train_loss = 1.947, time/batch = 0.051
250/22300 (epoch 0), train_loss = 2.029, time/batch = 0.051
251/22300 (epoch 0), train_loss = 1.946, time/batch = 0.051
252/22300 (epoch 0), train_loss = 2.007, time/batch = 0.051
253/22300 (epoch 0), train_loss = 2.004, time/batch = 0.051
254/22300 (epoch 0), train_loss = 1.970, time/batch = 0.051
255/22300 (epoch 0), train_loss = 1.980, time/batch = 0.051
256/22300 (epoch 0), train_loss = 1.999, time/batch = 0.051
257/22300 (epoch 0), train_loss = 1.965, time/batch = 0.051
258/22300 (epoch 0), train_loss = 2.011, time/batch = 0.051
259/22300 (epoch 0), train_loss = 1.953, time/batch = 0.051
260/22300 (epoch 0), train_loss = 1.942, time/batch = 0.051
261/22300 (epoch 0), train_loss = 1.927, time/batch = 0.051
262/22300 (epoch 0), train_loss = 1.956, time/batch = 0.051
263/22300 (epoch 0), train_loss = 1.952, time/batch = 0.051
264/22300 (epoch 0), train_loss = 1.936, time/batch = 0.051
265/22300 (epoch 0), train_loss = 1.979, time/batch = 0.051
266/22300 (epoch 0), train_loss = 2.021, time/batch = 0.051
267/22300 (epoch 0), train_loss = 1.954, time/batch = 0.051
268/22300 (epoch 0), train_loss = 1.926, time/batch = 0.051
269/22300 (epoch 0), train_loss = 1.959, time/batch = 0.051
270/22300 (epoch 0), train_loss = 1.945, time/batch = 0.051
271/22300 (epoch 0), train_loss = 1.994, time/batch = 0.051
272/22300 (epoch 0), train_loss = 1.903, time/batch = 0.051
273/22300 (epoch 0), train_loss = 1.975, time/batch = 0.051
274/22300 (epoch 0), train_loss = 1.960, time/batch = 0.051
275/22300 (epoch 0), train_loss = 1.972, time/batch = 0.051
276/22300 (epoch 0), train_loss = 1.947, time/batch = 0.051
277/22300 (epoch 0), train_loss = 1.965, time/batch = 0.051
278/22300 (epoch 0), train_loss = 1.961, time/batch = 0.051
279/22300 (epoch 0), train_loss = 1.989, time/batch = 0.051
280/22300 (epoch 0), train_loss = 1.897, time/batch = 0.051
281/22300 (epoch 0), train_loss = 1.992, time/batch = 0.051
282/22300 (epoch 0), train_loss = 1.913, time/batch = 0.051
283/22300 (epoch 0), train_loss = 1.931, time/batch = 0.051
284/22300 (epoch 0), train_loss = 1.948, time/batch = 0.051
285/22300 (epoch 0), train_loss = 1.923, time/batch = 0.051
286/22300 (epoch 0), train_loss = 1.903, time/batch = 0.051
287/22300 (epoch 0), train_loss = 1.974, time/batch = 0.051
288/22300 (epoch 0), train_loss = 1.963, time/batch = 0.051
289/22300 (epoch 0), train_loss = 1.909, time/batch = 0.051
290/22300 (epoch 0), train_loss = 1.911, time/batch = 0.051
291/22300 (epoch 0), train_loss = 1.931, time/batch = 0.051
292/22300 (epoch 0), train_loss = 1.899, time/batch = 0.051
293/22300 (epoch 0), train_loss = 1.952, time/batch = 0.051
294/22300 (epoch 0), train_loss = 1.974, time/batch = 0.051
295/22300 (epoch 0), train_loss = 1.936, time/batch = 0.051
296/22300 (epoch 0), train_loss = 1.981, time/batch = 0.051
297/22300 (epoch 0), train_loss = 1.877, time/batch = 0.051
298/22300 (epoch 0), train_loss = 1.967, time/batch = 0.051
299/22300 (epoch 0), train_loss = 1.855, time/batch = 0.051
300/22300 (epoch 0), train_loss = 1.859, time/batch = 0.051
301/22300 (epoch 0), train_loss = 1.897, time/batch = 0.051
302/22300 (epoch 0), train_loss = 1.854, time/batch = 0.051
303/22300 (epoch 0), train_loss = 1.816, time/batch = 0.051
304/22300 (epoch 0), train_loss = 1.951, time/batch = 0.051
305/22300 (epoch 0), train_loss = 1.940, time/batch = 0.051
306/22300 (epoch 0), train_loss = 1.844, time/batch = 0.051
307/22300 (epoch 0), train_loss = 1.904, time/batch = 0.051
308/22300 (epoch 0), train_loss = 1.947, time/batch = 0.051
309/22300 (epoch 0), train_loss = 1.928, time/batch = 0.051
310/22300 (epoch 0), train_loss = 1.882, time/batch = 0.051
311/22300 (epoch 0), train_loss = 1.954, time/batch = 0.051
312/22300 (epoch 0), train_loss = 1.932, time/batch = 0.051
313/22300 (epoch 0), train_loss = 1.919, time/batch = 0.051
314/22300 (epoch 0), train_loss = 1.849, time/batch = 0.051
315/22300 (epoch 0), train_loss = 1.906, time/batch = 0.051
316/22300 (epoch 0), train_loss = 1.883, time/batch = 0.051
317/22300 (epoch 0), train_loss = 1.908, time/batch = 0.051
318/22300 (epoch 0), train_loss = 1.868, time/batch = 0.051
319/22300 (epoch 0), train_loss = 1.847, time/batch = 0.051
320/22300 (epoch 0), train_loss = 1.849, time/batch = 0.051
321/22300 (epoch 0), train_loss = 1.860, time/batch = 0.051
322/22300 (epoch 0), train_loss = 1.853, time/batch = 0.051
323/22300 (epoch 0), train_loss = 1.836, time/batch = 0.051
324/22300 (epoch 0), train_loss = 1.849, time/batch = 0.051
325/22300 (epoch 0), train_loss = 1.862, time/batch = 0.051
326/22300 (epoch 0), train_loss = 1.837, time/batch = 0.051
327/22300 (epoch 0), train_loss = 1.833, time/batch = 0.051
328/22300 (epoch 0), train_loss = 1.903, time/batch = 0.051
329/22300 (epoch 0), train_loss = 1.842, time/batch = 0.051
330/22300 (epoch 0), train_loss = 1.845, time/batch = 0.051
331/22300 (epoch 0), train_loss = 1.914, time/batch = 0.051
332/22300 (epoch 0), train_loss = 1.839, time/batch = 0.051
333/22300 (epoch 0), train_loss = 1.791, time/batch = 0.051
334/22300 (epoch 0), train_loss = 1.843, time/batch = 0.051
335/22300 (epoch 0), train_loss = 1.846, time/batch = 0.051
336/22300 (epoch 0), train_loss = 1.848, time/batch = 0.051
337/22300 (epoch 0), train_loss = 1.851, time/batch = 0.051
338/22300 (epoch 0), train_loss = 1.929, time/batch = 0.051
339/22300 (epoch 0), train_loss = 1.799, time/batch = 0.051
340/22300 (epoch 0), train_loss = 1.865, time/batch = 0.052
341/22300 (epoch 0), train_loss = 1.784, time/batch = 0.051
342/22300 (epoch 0), train_loss = 1.880, time/batch = 0.051
343/22300 (epoch 0), train_loss = 1.838, time/batch = 0.051
344/22300 (epoch 0), train_loss = 1.770, time/batch = 0.051
345/22300 (epoch 0), train_loss = 1.883, time/batch = 0.051
346/22300 (epoch 0), train_loss = 1.842, time/batch = 0.051
347/22300 (epoch 0), train_loss = 1.880, time/batch = 0.051
348/22300 (epoch 0), train_loss = 1.837, time/batch = 0.051
349/22300 (epoch 0), train_loss = 1.909, time/batch = 0.051
350/22300 (epoch 0), train_loss = 1.875, time/batch = 0.051
351/22300 (epoch 0), train_loss = 1.846, time/batch = 0.051
352/22300 (epoch 0), train_loss = 1.825, time/batch = 0.051
353/22300 (epoch 0), train_loss = 1.768, time/batch = 0.051
354/22300 (epoch 0), train_loss = 1.762, time/batch = 0.051
355/22300 (epoch 0), train_loss = 1.849, time/batch = 0.051
356/22300 (epoch 0), train_loss = 1.869, time/batch = 0.051
357/22300 (epoch 0), train_loss = 1.849, time/batch = 0.067
358/22300 (epoch 0), train_loss = 1.799, time/batch = 0.051
359/22300 (epoch 0), train_loss = 1.806, time/batch = 0.051
360/22300 (epoch 0), train_loss = 1.847, time/batch = 0.051
361/22300 (epoch 0), train_loss = 1.794, time/batch = 0.051
362/22300 (epoch 0), train_loss = 1.818, time/batch = 0.051
363/22300 (epoch 0), train_loss = 1.822, time/batch = 0.051
364/22300 (epoch 0), train_loss = 1.814, time/batch = 0.051
365/22300 (epoch 0), train_loss = 1.807, time/batch = 0.051
366/22300 (epoch 0), train_loss = 1.796, time/batch = 0.051
367/22300 (epoch 0), train_loss = 1.780, time/batch = 0.051
368/22300 (epoch 0), train_loss = 1.811, time/batch = 0.051
369/22300 (epoch 0), train_loss = 1.783, time/batch = 0.051
370/22300 (epoch 0), train_loss = 1.915, time/batch = 0.051
371/22300 (epoch 0), train_loss = 1.790, time/batch = 0.051
372/22300 (epoch 0), train_loss = 1.825, time/batch = 0.051
373/22300 (epoch 0), train_loss = 1.808, time/batch = 0.051
374/22300 (epoch 0), train_loss = 1.791, time/batch = 0.051
375/22300 (epoch 0), train_loss = 1.823, time/batch = 0.051
376/22300 (epoch 0), train_loss = 1.808, time/batch = 0.051
377/22300 (epoch 0), train_loss = 1.779, time/batch = 0.051
378/22300 (epoch 0), train_loss = 1.790, time/batch = 0.051
379/22300 (epoch 0), train_loss = 1.789, time/batch = 0.051
380/22300 (epoch 0), train_loss = 1.832, time/batch = 0.051
381/22300 (epoch 0), train_loss = 1.809, time/batch = 0.051
382/22300 (epoch 0), train_loss = 1.843, time/batch = 0.051
383/22300 (epoch 0), train_loss = 1.816, time/batch = 0.051
384/22300 (epoch 0), train_loss = 1.803, time/batch = 0.051
385/22300 (epoch 0), train_loss = 1.863, time/batch = 0.051
386/22300 (epoch 0), train_loss = 1.816, time/batch = 0.051
387/22300 (epoch 0), train_loss = 1.815, time/batch = 0.051
388/22300 (epoch 0), train_loss = 1.852, time/batch = 0.051
389/22300 (epoch 0), train_loss = 1.775, time/batch = 0.051
390/22300 (epoch 0), train_loss = 1.782, time/batch = 0.051
391/22300 (epoch 0), train_loss = 1.838, time/batch = 0.051
392/22300 (epoch 0), train_loss = 1.842, time/batch = 0.051
393/22300 (epoch 0), train_loss = 1.848, time/batch = 0.051
394/22300 (epoch 0), train_loss = 1.771, time/batch = 0.051
395/22300 (epoch 0), train_loss = 1.826, time/batch = 0.051
396/22300 (epoch 0), train_loss = 1.769, time/batch = 0.052
397/22300 (epoch 0), train_loss = 1.741, time/batch = 0.051
398/22300 (epoch 0), train_loss = 1.774, time/batch = 0.051
399/22300 (epoch 0), train_loss = 1.730, time/batch = 0.051
400/22300 (epoch 0), train_loss = 1.828, time/batch = 0.051
401/22300 (epoch 0), train_loss = 1.802, time/batch = 0.051
402/22300 (epoch 0), train_loss = 1.789, time/batch = 0.051
403/22300 (epoch 0), train_loss = 1.808, time/batch = 0.051
404/22300 (epoch 0), train_loss = 1.803, time/batch = 0.051
405/22300 (epoch 0), train_loss = 1.789, time/batch = 0.051
406/22300 (epoch 0), train_loss = 1.821, time/batch = 0.051
407/22300 (epoch 0), train_loss = 1.760, time/batch = 0.051
408/22300 (epoch 0), train_loss = 1.835, time/batch = 0.051
409/22300 (epoch 0), train_loss = 1.799, time/batch = 0.051
410/22300 (epoch 0), train_loss = 1.824, time/batch = 0.051
411/22300 (epoch 0), train_loss = 1.747, time/batch = 0.051
412/22300 (epoch 0), train_loss = 1.810, time/batch = 0.051
413/22300 (epoch 0), train_loss = 1.747, time/batch = 0.051
414/22300 (epoch 0), train_loss = 1.766, time/batch = 0.051
415/22300 (epoch 0), train_loss = 1.798, time/batch = 0.051
416/22300 (epoch 0), train_loss = 1.768, time/batch = 0.051
417/22300 (epoch 0), train_loss = 1.739, time/batch = 0.051
418/22300 (epoch 0), train_loss = 1.749, time/batch = 0.051
419/22300 (epoch 0), train_loss = 1.812, time/batch = 0.051
420/22300 (epoch 0), train_loss = 1.770, time/batch = 0.051
421/22300 (epoch 0), train_loss = 1.793, time/batch = 0.051
422/22300 (epoch 0), train_loss = 1.816, time/batch = 0.051
423/22300 (epoch 0), train_loss = 1.807, time/batch = 0.051
424/22300 (epoch 0), train_loss = 1.821, time/batch = 0.051
425/22300 (epoch 0), train_loss = 1.740, time/batch = 0.051
426/22300 (epoch 0), train_loss = 1.826, time/batch = 0.051
427/22300 (epoch 0), train_loss = 1.790, time/batch = 0.051
428/22300 (epoch 0), train_loss = 1.783, time/batch = 0.051
429/22300 (epoch 0), train_loss = 1.788, time/batch = 0.052
430/22300 (epoch 0), train_loss = 1.746, time/batch = 0.051
431/22300 (epoch 0), train_loss = 1.835, time/batch = 0.059
432/22300 (epoch 0), train_loss = 1.747, time/batch = 0.051
433/22300 (epoch 0), train_loss = 1.796, time/batch = 0.051
434/22300 (epoch 0), train_loss = 1.743, time/batch = 0.051
